,year,month,day,hour,outdoor_temperature,heat_transfer_window ,heat_transfer_wall,heat_transfer_infiltration,heat_transfer_natural_vent,heating_load,cooling_load,lighting_energy,equipment_energy,heat_energy,cool_energy,DHW_energy,pump_energy,fan_energy,total_electricity,total_district_cooling,total_district_heating,SWH_production,PV_production,wind_production,occupants
10,1994,1,1,11,2.2,509275194.6307631,291364365.48205066,728567336.4480001,0.0,13743307950.503942,0.0,1212047216.6399999,5839484083.2,22373376235.82834,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,0.0,23165286331.246742,0.0,0.0,0.0,806.3873684210527
11,1994,1,1,12,4.4,549679459.4980787,311224139.4838642,728567336.4480001,0.0,12098879542.52779,0.0,1212047216.6399999,5839484083.2,19690541015.974575,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,0.0,20482451111.39298,0.0,0.0,0.0,806.3873684210527
12,1994,1,1,13,5.5,288927617.7992313,99298201.16378245,728567336.4480001,0.0,11143410360.775108,0.0,1229697423.3600001,5927735116.8,18128185861.534298,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7562560362.112616,0.0,18920095956.9527,0.0,0.0,0.0,806.3873684210527
13,1994,1,1,14,5.5,238286736.7234931,105054055.04608771,728567336.4480001,0.0,11037933858.320522,0.0,1247347630.08,6015986150.4,17953406633.282635,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,0.0,18745316728.70104,0.0,0.0,0.0,806.3873684210527
14,1994,1,1,15,5.0,169438886.60817736,65874435.930781335,728567336.4480001,0.0,11322087281.458893,0.0,1247347630.08,6015986150.4,18414774615.20497,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,0.0,19206684710.623375,0.0,0.0,0.0,806.3873684210527
15,1994,1,1,16,4.4,80693932.0779524,15595514.75723105,728567336.4480001,0.0,11678781633.179846,0.0,1247347630.08,6015986150.4,18994463276.522457,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,0.0,19786373371.94086,0.0,0.0,0.0,806.3873684210527
16,1994,1,1,17,3.8,7991267.390089273,-24386086.883576155,728567336.4480001,0.0,12043386792.323412,0.0,1247347630.08,6015986150.4,19587280407.62984,0.0,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,0.0,20379190503.048244,0.0,0.0,0.0,806.3873684210527
17,1994,1,1,18,3.3,-19103416.63524623,-43752488.76558176,728567336.4480001,0.0,12359468933.720266,0.0,1264997836.8,6104237184.0,20101616482.442535,0.0,475146057.2510416,130457878.0830862,274669943.8695298,7774362842.752616,0.0,20576762539.693577,0.0,0.0,0.0,483.83242105263156
18,1994,1,1,19,3.3,-30360749.649088297,-69535119.46577795,728567336.4480001,0.0,12378349577.096281,0.0,1229697423.3600001,5927735116.8,20133070771.716263,0.0,475146057.2510416,130457878.0830862,274669943.8695298,7562560362.112616,0.0,20608216828.967304,0.0,0.0,0.0,483.83242105263156
19,1994,1,1,20,3.8,-19785992.196572185,-45315789.20281738,728567336.4480001,0.0,12150745919.362291,0.0,1141446389.76,5486479948.8,19765756655.94703,0.0,475146057.2510416,130457878.0830862,274669943.8695298,7033054160.512616,0.0,20240902713.19807,0.0,0.0,0.0,483.83242105263156
20,1994,1,1,21,3.3,-20240499.766058866,-46356746.31051863,728567336.4480001,0.0,12609155153.55495,0.0,1070845562.8800001,5133475814.400001,20516028168.268818,0.0,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,0.0,20991174225.51986,0.0,0.0,0.0,483.83242105263156
21,1994,1,1,22,3.3,-19103416.63524623,-43752488.76558176,728567336.4480001,0.0,10935975042.717295,0.0,1070845562.8800001,5133475814.400001,17772119274.578064,0.0,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,0.0,18247265331.829105,0.0,0.0,0.0,483.83242105263156
22,1994,1,1,23,2.2,-16923528.99850181,-38759899.68280373,728567336.4480001,0.0,11767867901.742956,0.0,1017894942.72,4868722713.599999,19124968855.146786,0.0,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,0.0,19600114912.397827,0.0,0.0,0.0,483.83242105263156
23,1994,1,1,24,1.6,-23991066.449374292,-54946656.15803574,728567336.4480001,0.0,12176131597.796251,0.0,1017894942.72,4868722713.599999,19788761159.984936,0.0,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,0.0,20263907217.235977,0.0,0.0,0.0,483.83242105263156
24,1994,1,2,1,1.6,-23991066.449374292,-54946656.15803574,728567336.4480001,0.0,11587865101.270134,0.0,1388549283.8400002,6721994419.199999,18829963390.750904,0.0,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,0.0,19621873486.169308,0.0,0.0,0.0,806.3873684210527
25,1994,1,2,2,1.6,-31988088.599165723,-73262208.21071431,728567336.4480001,0.0,11560963563.255018,0.0,1388549283.8400002,6721994419.199999,18786196699.208668,0.0,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,0.0,19578106794.62707,0.0,0.0,0.0,806.3873684210527
26,1994,1,2,3,1.6,-23991066.449374292,-54946656.15803574,728567336.4480001,0.0,11542978247.605162,0.0,1388549283.8400002,6721994419.199999,18757081062.37768,0.0,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,0.0,19548991157.796085,0.0,0.0,0.0,806.3873684210527
27,1994,1,2,4,1.1,-24692458.376801684,-56553051.653196394,728567336.4480001,0.0,11867941215.084057,0.0,1388549283.8400002,6721994419.199999,19285399557.518604,0.0,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,0.0,20077309652.937008,0.0,0.0,0.0,806.3873684210527
28,1994,1,2,5,1.1,-24692458.376801684,-56553051.653196394,728567336.4480001,0.0,11848913831.267214,0.0,1388549283.8400002,6721994419.199999,19254547231.4585,0.0,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,0.0,20046457326.876904,0.0,0.0,0.0,806.3873684210527
