,year,month,day,hour,outdoor_temperature,heat_transfer_window ,heat_transfer_wall,heat_transfer_infiltration,heat_transfer_natural_vent,heating_load,cooling_load,lighting_energy,equipment_energy,heat_energy,cool_energy,DHW_energy,pump_energy,fan_energy,total_electricity,total_district_cooling,total_district_heating,SWH_production,PV_production,wind_production,occupants
957,2004,2,9,22,6.0,-18593899.319613796,-42585543.02735466,728567336.4480001,0.0,6754694557.016295,1089669641.7057602,1388549283.8400002,6721994419.199999,11449980053.841946,2156371442.2588763,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2156371442.2588763,12241890149.260347,0.0,0.0,0.0,806.3873684210527
958,2004,2,9,23,5.0,-26624015.881183967,-60976891.096379414,728567336.4480001,0.0,7473037597.960121,1084894234.5417728,1370899077.12,6633743385.6,12615556818.678785,2146921348.4867663,791910095.4184026,130457878.0830862,274669943.8695298,8409770284.672616,2146921348.4867663,13407466914.097187,0.0,0.0,0.0,806.3873684210527
959,2004,2,9,24,4.0,-21843657.483587127,-50028452.86253913,728567336.4480001,0.0,8178803305.366876,1086518877.8555288,1370899077.12,6633743385.6,13763649950.886703,2150136437.7728934,791910095.4184026,130457878.0830862,274669943.8695298,8409770284.672616,2150136437.7728934,14555560046.305105,0.0,0.0,0.0,806.3873684210527
960,2004,2,10,1,5.0,-20807201.590966787,-47654661.53171377,728567336.4480001,0.0,7476754342.40193,1106114316.9878817,1388549283.8400002,6721994419.199999,12630998032.996199,2188914525.53375,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2188914525.53375,13422908128.4146,0.0,0.0,0.0,806.3873684210527
961,2004,2,10,2,4.0,-32983560.3783823,-75542133.7689659,728567336.4480001,0.0,8175499855.917271,1108652220.965892,1388549283.8400002,6721994419.199999,13767947089.400284,2193936934.09221,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2193936934.09221,14559857184.818686,0.0,0.0,0.0,806.3873684210527
962,2004,2,10,3,3.0,-27228513.029922403,-62361368.816464685,728567336.4480001,0.0,8881102643.933466,1110193279.5838304,1388549283.8400002,6721994419.199999,14915755616.6137,2196986607.938925,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2196986607.938925,15707665712.032103,0.0,0.0,0.0,806.3873684210527
963,2004,2,10,4,4.0,-27486300.315318577,-62951778.14080493,728567336.4480001,0.0,8204507877.09302,1119420481.1040792,1388549283.8400002,6721994419.199999,13820042160.7525,2215246635.4173527,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2215246635.4173527,14611952256.170902,0.0,0.0,0.0,806.3873684210527
964,2004,2,10,5,3.0,-62387685.888006255,-142886300.29088274,728567336.4480001,0.0,8897508108.355444,1121416809.8082137,1388549283.8400002,6721994419.199999,14947303356.066471,2219197291.200439,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2219197291.200439,15739213451.484873,0.0,0.0,0.0,806.3873684210527
965,2004,2,10,6,2.0,-80845730.54300003,-185160695.85173798,728567336.4480001,0.0,9571571631.204203,1132722300.5037336,1406199490.56,6810245452.8,16047918792.608835,2241570120.1228976,791910095.4184026,130457878.0830862,274669943.8695298,8621572765.312616,2241570120.1228976,16839828888.027237,0.0,0.0,0.0,806.3873684210527
966,2004,2,10,7,-1.0,-74829854.77074875,-171382556.46619314,728567336.4480001,0.0,11494899158.304504,1191690329.4832463,1494450524.1599998,7251500620.800001,19199839394.051685,2358265143.0941343,1108674133.5857637,130457878.0830862,274669943.8695298,9151078966.912617,2358265143.0941343,20308513527.637447,0.0,0.0,0.0,1128.9423157894737
967,2004,2,10,8,0.0,-81122794.17781246,-185795253.73219156,728567336.4480001,0.0,12194251873.762178,2056113919.4730535,1565051351.04,7604504755.199999,20887789722.4578,4219808254.348387,1108674133.5857637,130457878.0830862,274669943.8695298,9574683928.192614,4219808254.348387,21996463856.043564,0.0,0.0,0.0,1128.9423157894737
968,2004,2,10,9,5.0,359749937.0948578,189067078.95727792,728567336.4480001,0.0,8784435415.870096,2179405909.848581,1565051351.04,7604504755.199999,15410148286.533503,4472945978.678194,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4472945978.678194,16914777467.828468,0.0,0.0,0.0,1532.1359999999997
969,2004,2,10,10,7.0,532979145.37560594,284724843.1226039,728567336.4480001,0.0,7406868815.009009,2236401788.981303,1565051351.04,7604504755.199999,13200526848.591208,4589986193.105442,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4589986193.105442,14705156029.886173,0.0,0.0,0.0,1532.1359999999997
970,2004,2,10,11,8.0,662621415.624907,280088512.47357893,728567336.4480001,0.0,6701253760.4591255,2269803272.4747505,1565051351.04,7604504755.199999,12070602818.714987,4658580069.280143,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4658580069.280143,13575232000.009953,0.0,0.0,0.0,1532.1359999999997
971,2004,2,10,12,9.0,718167651.3781191,410378740.26338804,728567336.4480001,0.0,5994428503.841127,2302533684.2671857,1565051351.04,7604504755.199999,10938481551.62497,4725796371.529622,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4725796371.529622,12443110732.919933,0.0,0.0,0.0,1532.1359999999997
972,2004,2,10,13,9.4,672053016.5933943,384428168.83049,728567336.4480001,0.0,5691545028.851376,2310728111.1020947,1582701557.76,7692755788.799999,10449952164.786217,4742637414.561831,1108674133.5857637,130457878.0830862,274669943.8695298,9680585168.512615,4742637414.561831,11558626298.37198,0.0,0.0,0.0,1128.9423157894737
973,2004,2,10,14,10.0,629731417.4017017,245233545.97723782,728567336.4480001,0.0,5159673990.116082,2387895978.993704,1600351764.48,7781006822.4,9624450143.809843,4901075240.864804,1504629181.2949648,130457878.0830862,274669943.8695298,9786486408.832615,4901075240.864804,11129079325.104809,0.0,0.0,0.0,1532.1359999999997
974,2004,2,10,15,9.0,497548469.69766474,173960168.44237697,728567336.4480001,0.0,5796994877.006379,2365982641.072897,1600351764.48,7781006822.4,10648477541.101276,4856083696.267251,1504629181.2949648,130457878.0830862,274669943.8695298,9786486408.832615,4856083696.267251,12153106722.39624,0.0,0.0,0.0,1532.1359999999997
975,2004,2,10,16,9.0,335036963.0118574,132717497.96107483,728567336.4480001,0.0,5748261809.633186,2374842746.247455,1600351764.48,7781006822.4,10573352185.265085,4874283834.215354,1504629181.2949648,130457878.0830862,274669943.8695298,9786486408.832615,4874283834.215354,12077981366.560051,0.0,0.0,0.0,1532.1359999999997
976,2004,2,10,17,8.0,140161767.78892577,8179992.322363094,728567336.4480001,0.0,6384530355.847722,2353274517.314326,1600351764.48,7781006822.4,11595869510.122208,4830000802.223678,1504629181.2949648,130457878.0830862,274669943.8695298,9786486408.832615,4830000802.223678,13100498691.417171,0.0,0.0,0.0,1532.1359999999997
977,2004,2,10,18,7.0,-44210871.67743534,-101256005.8400587,728567336.4480001,0.0,7307158945.143298,2131790271.014073,1441499904.0,6986747520.0,12981319544.216154,4375319042.683497,1108674133.5857637,130457878.0830862,274669943.8695298,8833375245.952616,4375319042.683497,14089993677.801918,0.0,0.0,0.0,1128.9423157894737
978,2004,2,10,19,6.0,-88327531.96659675,-202296239.66478902,728567336.4480001,0.0,8069402301.948111,2035285045.674938,1406199490.56,6810245452.8,14170388786.327055,4177195203.461014,791910095.4184026,130457878.0830862,274669943.8695298,8621572765.312616,4177195203.461014,14962298881.745457,0.0,0.0,0.0,806.3873684210527
979,2004,2,10,20,4.0,-66183322.56923856,-151579433.79808202,728567336.4480001,0.0,9458768508.863083,1966996331.629974,1406199490.56,6810245452.8,16393676460.025269,4036978780.601956,791910095.4184026,130457878.0830862,274669943.8695298,8621572765.312616,4036978780.601956,17185586555.443672,0.0,0.0,0.0,806.3873684210527
980,2004,2,10,21,3.0,-37843721.96545162,-86673344.9704653,728567336.4480001,0.0,10186599808.451172,1917595121.992788,1388549283.8400002,6721994419.199999,17551509559.334995,3935561060.5391355,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,3935561060.5391355,18343419654.7534,0.0,0.0,0.0,806.3873684210527
981,2004,2,10,22,5.0,-37716699.24339063,-86382425.27133182,728567336.4480001,0.0,7326588975.338292,1088591559.553251,1388549283.8400002,6721994419.199999,12377910669.32336,2154239095.8287487,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2154239095.8287487,13169820764.741762,0.0,0.0,0.0,806.3873684210527
982,2004,2,10,23,5.0,-28287524.43254297,-64786818.95349888,728567336.4480001,0.0,7363120854.682319,1087616740.8910177,1370899077.12,6633743385.6,12436973658.510277,2152309674.5973253,791910095.4184026,130457878.0830862,274669943.8695298,8409770284.672616,2152309674.5973253,13228883753.928679,0.0,0.0,0.0,806.3873684210527
983,2004,2,10,24,4.0,-30428362.78894227,-69689973.60513693,728567336.4480001,0.0,8069042245.92424,1089664682.0981946,1370899077.12,6633743385.6,13585485555.247906,2156362456.7161264,791910095.4184026,130457878.0830862,274669943.8695298,8409770284.672616,2156362456.7161264,14377395650.666307,0.0,0.0,0.0,806.3873684210527
984,2004,2,11,1,4.0,-35501959.31686289,-81310014.11031955,728567336.4480001,0.0,8642825059.917395,877867231.1381177,1017894942.72,4868722713.599999,14427586487.4343,1737229446.396773,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1737229446.396773,14902732544.68534,0.0,0.0,0.0,483.83242105263156
985,2004,2,11,2,3.0,-42287516.212530434,-96850951.49940163,728567336.4480001,0.0,9365611511.431639,871692789.9282609,1017894942.72,4868722713.599999,15600023631.739697,1725010625.516697,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1725010625.516697,16075169688.990738,0.0,0.0,0.0,483.83242105263156
986,2004,2,11,3,3.0,-20270347.69721575,-46425106.92357296,728567336.4480001,0.0,9404821889.139166,870758306.1214634,1017894942.72,4868722713.599999,15663687997.69724,1723161351.6536968,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1723161351.6536968,16138834054.948282,0.0,0.0,0.0,483.83242105263156
987,2004,2,11,4,3.0,-32666932.18546777,-74816961.31851536,728567336.4480001,0.0,9432683098.554161,870164705.0582608,1017894942.72,4868722713.599999,15708823071.929016,1721986674.2401369,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1721986674.2401369,16183969129.180058,0.0,0.0,0.0,483.83242105263156
988,2004,2,11,5,2.0,-32231027.798763834,-73818611.01572484,728567336.4480001,0.0,10154395967.529682,865659156.1500212,1017894942.72,4868722713.599999,16880231356.544542,1713070518.9811502,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1713070518.9811502,17355377413.795586,0.0,0.0,0.0,483.83242105263156
989,2004,2,11,6,2.0,-15329728.940569935,-35109624.94605379,728567336.4480001,0.0,10086003822.282501,905445331.4433693,1088495769.6000001,5221726848.0,16786397080.130028,1791804704.4118512,475146057.2510416,130457878.0830862,274669943.8695298,6715350439.552616,1791804704.4118512,17261543137.38107,0.0,0.0,0.0,483.83242105263156
990,2004,2,11,7,1.0,-37924950.29122001,-86859381.92283283,728567336.4480001,0.0,10701287131.501875,939628375.8586473,1141446389.76,5486479948.8,17801229543.4188,1859450692.5172877,633528076.3347219,130457878.0830862,274669943.8695298,7033054160.512616,1859450692.5172877,18434757619.75352,0.0,0.0,0.0,645.1098947368422
991,2004,2,11,8,1.0,-33762649.78577402,-77326479.53261319,728567336.4480001,0.0,12089032876.690441,988599581.1090784,1212047216.6399999,5839484083.2,20081958754.290462,1956361447.6208944,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1956361447.6208944,20873868849.708866,0.0,0.0,0.0,806.3873684210527
992,2004,2,11,9,2.0,374218571.41763467,103325489.08932818,728567336.4480001,0.0,11469449116.978481,998834793.5056877,1212047216.6399999,5839484083.2,19080226369.125595,1976616188.4439173,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1976616188.4439173,19872136464.544,0.0,0.0,0.0,806.3873684210527
993,2004,2,11,10,2.0,555873757.5532202,225627930.4428355,728567336.4480001,0.0,11496304775.855694,1002300513.7302644,1212047216.6399999,5839484083.2,19125788615.77878,1983474624.0732577,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1983474624.0732577,19917698711.197186,0.0,0.0,0.0,806.3873684210527
994,2004,2,11,11,3.0,684782992.1990999,322133624.17837465,728567336.4480001,0.0,10818511934.744831,1009337120.0800884,1212047216.6399999,5839484083.2,18027211186.99339,1997399592.0040195,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1997399592.0040195,18819121282.411793,0.0,0.0,0.0,806.3873684210527
995,2004,2,11,12,3.0,753160769.8419812,337460176.8805254,728567336.4480001,0.0,10813208028.793705,1012790851.4466546,1212047216.6399999,5839484083.2,18019965703.791943,2004234315.0751252,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,2004234315.0751252,18811875799.210346,0.0,0.0,0.0,806.3873684210527
996,2004,2,11,13,3.0,687619721.8359096,290837662.75083613,728567336.4480001,0.0,10759899287.150074,1026045285.308648,1229697423.3600001,5927735116.8,17938675675.089035,2030463962.6074836,791910095.4184026,130457878.0830862,274669943.8695298,7562560362.112616,2030463962.6074836,18730585770.50744,0.0,0.0,0.0,806.3873684210527
997,2004,2,11,14,4.0,634095643.8278279,246883591.2043389,728567336.4480001,0.0,10019264421.937744,1043610783.9050267,1247347630.08,6015986150.4,16741982091.978369,2065224929.3404214,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2065224929.3404214,17533892187.39677,0.0,0.0,0.0,806.3873684210527
998,2004,2,11,15,3.0,501047412.2975464,173773003.9525236,728567336.4480001,0.0,10674390789.256458,1043721343.1423523,1247347630.08,6015986150.4,17806513578.120777,2065443759.91854,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2065443759.91854,18598423673.53918,0.0,0.0,0.0,806.3873684210527
999,2004,2,11,16,3.0,337615724.94722986,131142741.14586301,728567336.4480001,0.0,10643878744.984339,1046861563.0974053,1247347630.08,6015986150.4,17757958992.19214,2071658045.7171488,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2071658045.7171488,18549869087.610542,0.0,0.0,0.0,806.3873684210527
1000,2004,2,11,17,2.0,150683085.24664497,3408065.291948208,728567336.4480001,0.0,11298453609.10403,1046321739.6956266,1247347630.08,6015986150.4,18821349832.545452,2070589790.0805337,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2070589790.0805337,19613259927.963856,0.0,0.0,0.0,806.3873684210527
1001,2004,2,11,18,2.0,-45557227.04946623,-104339558.8721681,728567336.4480001,0.0,11276468050.79605,1046047563.8756227,1264997836.8,6104237184.0,18785233439.38678,2070047215.7491074,475146057.2510416,130457878.0830862,274669943.8695298,7774362842.752616,2070047215.7491074,19260379496.63782,0.0,0.0,0.0,483.83242105263156
1002,2004,2,11,19,1.0,-45016866.38103204,-103101972.71015093,728567336.4480001,0.0,12025266482.337519,1024804791.8289199,1229697423.3600001,5927735116.8,19993452541.35278,2028009204.3724146,475146057.2510416,130457878.0830862,274669943.8695298,7562560362.112616,2028009204.3724146,20468598598.60382,0.0,0.0,0.0,483.83242105263156
1003,2004,2,11,20,1.0,-34152904.48568566,-78220278.51630369,728567336.4480001,0.0,12167825224.268106,975629847.8568871,1141446389.76,5486479948.8,20204332864.47726,1930695244.7844617,475146057.2510416,130457878.0830862,274669943.8695298,7033054160.512616,1930695244.7844617,20679478921.728302,0.0,0.0,0.0,483.83242105263156
1004,2004,2,11,21,0.0,-32646299.04654414,-74769705.31210607,728567336.4480001,0.0,12975219455.223587,931274678.8928545,1070845562.8800001,5133475814.400001,21497917259.710155,1842919306.8677118,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,1842919306.8677118,21973063316.961197,0.0,0.0,0.0,483.83242105263156
1005,2004,2,11,22,-1.0,-32578839.384511616,-74615202.68246849,728567336.4480001,0.0,12198483942.235825,926155412.67067,1070845562.8800001,5133475814.400001,20229568304.847755,1832788581.964984,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,1832788581.964984,20704714362.098797,0.0,0.0,0.0,483.83242105263156
1006,2004,2,11,23,-1.0,-72247358.78845395,-165467874.8880275,728567336.4480001,0.0,12297700392.51374,891606622.1325935,1017894942.72,4868722713.599999,20376014088.423447,1764418877.878025,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1764418877.878025,20851160145.674488,0.0,0.0,0.0,483.83242105263156
1007,2004,2,11,24,-1.0,-69680311.6158631,-159588575.66506672,728567336.4480001,0.0,12333057978.676094,889605413.1040436,1017894942.72,4868722713.599999,20432906400.836315,1760458611.5210452,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1760458611.5210452,20908052458.087357,0.0,0.0,0.0,483.83242105263156
1008,2004,2,12,1,-2.0,-54324141.221379146,-124418391.94895583,728567336.4480001,0.0,13061376139.519949,883897658.743116,1017894942.72,4868722713.599999,21614691492.668076,1749163337.022357,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1749163337.022357,22089837549.919117,0.0,0.0,0.0,483.83242105263156
1009,2004,2,12,2,-2.0,-72432188.2951722,-165891189.26527447,728567336.4480001,0.0,13089950096.170546,881721932.7919244,1017894942.72,4868722713.599999,21660351372.162197,1744857683.438755,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1744857683.438755,22135497429.41324,0.0,0.0,0.0,483.83242105263156
1010,2004,2,12,3,-2.0,-69834024.81018874,-159940624.4601208,728567336.4480001,0.0,13123906740.635714,879969697.6842649,1017894942.72,4868722713.599999,21715065646.928936,1741390115.0653374,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1741390115.0653374,22190211704.179977,0.0,0.0,0.0,483.83242105263156
1011,2004,2,12,4,-3.0,-70050412.9198241,-160436217.3960126,728567336.4480001,0.0,13846807918.92935,874269223.5733781,1017894942.72,4868722713.599999,22887956745.61781,1730109240.531438,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1730109240.531438,23363102802.86885,0.0,0.0,0.0,483.83242105263156
1012,2004,2,12,5,-2.0,-71131134.25669245,-162911389.7200469,728567336.4480001,0.0,13189036446.619898,876076147.0286406,1017894942.72,4868722713.599999,21819764298.041805,1733684980.2704988,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1733684980.2704988,22294910355.292847,0.0,0.0,0.0,483.83242105263156
1013,2004,2,12,6,-2.0,-69834024.81018874,-159940624.4601208,728567336.4480001,0.0,13115400197.169037,915532380.9730374,1088495769.6000001,5221726848.0,21717206194.65389,1811766237.687516,475146057.2510416,130457878.0830862,274669943.8695298,6715350439.552616,1811766237.687516,22192352251.90493,0.0,0.0,0.0,483.83242105263156
1014,2004,2,12,7,-2.0,-71131134.25669245,-162911389.7200469,728567336.4480001,0.0,13046263394.01462,952661543.6295815,1141446389.76,5486479948.8,21620938602.68818,1885242365.83179,633528076.3347219,130457878.0830862,274669943.8695298,7033054160.512616,1885242365.83179,22254466679.0229,0.0,0.0,0.0,645.1098947368422
1015,2004,2,12,8,-2.0,-71131134.25669245,-162911389.7200469,728567336.4480001,0.0,14430960678.935556,1001025474.3318955,1212047216.6399999,5839484083.2,23896440467.209045,1980951350.9886756,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1980951350.9886756,24688350562.62745,0.0,0.0,0.0,806.3873684210527
1016,2004,2,12,9,-1.0,379084938.3981197,400678735.20780617,728567336.4480001,0.0,13845570237.690575,1010333936.0311035,1212047216.6399999,5839484083.2,22950637443.56439,1999372086.098729,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,1999372086.098729,23742547538.98279,0.0,0.0,0.0,806.3873684210527
1017,2004,2,12,10,0.0,535353477.8952464,656249982.2372408,728567336.4480001,0.0,13182384339.838177,1016698533.4905877,1212047216.6399999,5839484083.2,21875851455.787872,2011967153.3089764,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,2011967153.3089764,22667761551.206276,0.0,0.0,0.0,806.3873684210527
1018,2004,2,12,11,1.0,652935227.9797279,831796395.7833518,728567336.4480001,0.0,12499413889.922716,1023231093.5045929,1212047216.6399999,5839484083.2,20768633393.364918,2024894634.7221365,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,2024894634.7221365,21560543488.78332,0.0,0.0,0.0,806.3873684210527
1019,2004,2,12,12,3.0,736339357.8437341,433630778.00143087,728567336.4480001,0.0,11073491067.247364,1033775848.8225123,1212047216.6399999,5839484083.2,18454377433.436825,2045761992.304509,791910095.4184026,130457878.0830862,274669943.8695298,7456659121.792616,2045761992.304509,19246287528.85523,0.0,0.0,0.0,806.3873684210527
1020,2004,2,12,13,3.0,705165894.1227989,442278201.722904,728567336.4480001,0.0,11020761138.807503,1047261782.494582,1229697423.3600001,5927735116.8,18374191294.68622,2072449815.1380074,791910095.4184026,130457878.0830862,274669943.8695298,7562560362.112616,2072449815.1380074,19166101390.10462,0.0,0.0,0.0,806.3873684210527
1021,2004,2,12,14,4.0,647608528.473574,374547421.5262016,728567336.4480001,0.0,10270573691.103779,1064187842.0556248,1247347630.08,6015986150.4,17161556386.543447,2105945359.1165352,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2105945359.1165352,17953466481.96185,0.0,0.0,0.0,806.3873684210527
1022,2004,2,12,15,4.0,504773017.66467035,339077804.2644112,728567336.4480001,0.0,10229614432.503403,1067655483.4736297,1247347630.08,6015986150.4,17096002659.001352,2112807622.9898348,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2112807622.9898348,17887912754.419754,0.0,0.0,0.0,806.3873684210527
1023,2004,2,12,16,4.0,350672644.58989555,153599821.4335856,728567336.4480001,0.0,10182663475.838417,1070630634.1775851,1247347630.08,6015986150.4,17020278716.792889,2118695259.8557346,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2118695259.8557346,17812188812.211292,0.0,0.0,0.0,806.3873684210527
1024,2004,2,12,17,4.0,160038507.30330998,31846866.471048456,728567336.4480001,0.0,10140440930.37802,1073599294.7696662,1247347630.08,6015986150.4,16952440944.463184,2124570066.927939,791910095.4184026,130457878.0830862,274669943.8695298,7668461602.432615,2124570066.927939,17744351039.881588,0.0,0.0,0.0,806.3873684210527
1025,2004,2,12,18,3.0,-54082097.14309394,-123864039.23717913,728567336.4480001,0.0,10795814566.980715,1069313947.0882741,1264997836.8,6104237184.0,18015463670.984085,2116089672.2915983,475146057.2510416,130457878.0830862,274669943.8695298,7774362842.752616,2116089672.2915983,18490609728.235126,0.0,0.0,0.0,483.83242105263156
1026,2004,2,12,19,3.0,-52244007.09956162,-119654267.99492937,728567336.4480001,0.0,10849460823.118343,1051211834.6775675,1229697423.3600001,5927735116.8,18095003222.43551,2080266798.8052156,475146057.2510416,130457878.0830862,274669943.8695298,7562560362.112616,2080266798.8052156,18570149279.68655,0.0,0.0,0.0,483.83242105263156
1027,2004,2,12,20,3.0,-37897805.962368324,-86797213.36074738,728567336.4480001,0.0,10986457000.513117,1002006583.7650279,1141446389.76,5486479948.8,18296773362.79163,1982892885.4646616,475146057.2510416,130457878.0830862,274669943.8695298,7033054160.512616,1982892885.4646616,18771919420.04267,0.0,0.0,0.0,483.83242105263156
1028,2004,2,12,21,2.0,-30659457.88113987,-70219249.89210758,728567336.4480001,0.0,11789192224.637074,957276692.1527625,1070845562.8800001,5133475814.400001,19582585239.228577,1894375398.7632794,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,1894375398.7632794,20057731296.479618,0.0,0.0,0.0,483.83242105263156
1029,2004,2,12,22,2.0,-68344212.12435675,-156528511.64049974,728567336.4480001,0.0,10305204491.620346,955746918.1542386,1070845562.8800001,5133475814.400001,17165828368.015501,1891348041.5266638,475146057.2510416,130457878.0830862,274669943.8695298,6609449199.232616,1891348041.5266638,17640974425.266544,0.0,0.0,0.0,483.83242105263156
1030,2004,2,12,23,1.0,-84821514.69186874,-194266420.47833776,728567336.4480001,0.0,11095299761.586348,917365830.3091991,1017894942.72,4868722713.599999,18433739667.164978,1815394512.275576,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1815394512.275576,18908885724.41602,0.0,0.0,0.0,483.83242105263156
1031,2004,2,12,24,1.0,-52205201.27775917,-119565391.156044,728567336.4480001,0.0,11133757327.437363,914638516.4239988,1017894942.72,4868722713.599999,18495479999.314854,1809997313.1955957,475146057.2510416,130457878.0830862,274669943.8695298,6291745478.272615,1809997313.1955957,18970626056.565895,0.0,0.0,0.0,483.83242105263156
1032,2004,2,13,1,2.0,-21600411.774651673,-49471348.06025793,728567336.4480001,0.0,9894251253.723202,1143992390.65807,1388549283.8400002,6721994419.199999,16579241290.141533,2263873323.6365614,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2263873323.6365614,17371151385.559937,0.0,0.0,0.0,806.3873684210527
1033,2004,2,13,2,1.0,-26803038.366375346,-61386905.67239358,728567336.4480001,0.0,10588751880.973335,1146742354.348262,1388549283.8400002,6721994419.199999,17709375567.342335,2269315386.419755,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2269315386.419755,18501285662.76074,0.0,0.0,0.0,806.3873684210527
1034,2004,2,13,3,1.0,-26803038.366375346,-61386905.67239358,728567336.4480001,0.0,10597734786.29933,1150796200.478976,1388549283.8400002,6721994419.199999,17725846901.282772,2277337660.3642793,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2277337660.3642793,18517756996.701176,0.0,0.0,0.0,806.3873684210527
1035,2004,2,13,4,0.0,-59869263.548481554,-137118366.35419908,728567336.4480001,0.0,11287674035.859404,1151137084.8758166,1388549283.8400002,6721994419.199999,18847436701.21683,2278012248.351638,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2278012248.351638,19639346796.635235,0.0,0.0,0.0,806.3873684210527
1036,2004,2,13,5,0.0,-81122794.17781246,-185795253.73219156,728567336.4480001,0.0,11292772756.744205,1154939335.3706703,1388549283.8400002,6721994419.199999,18857402252.791607,2285536630.4298687,791910095.4184026,130457878.0830862,274669943.8695298,8515671524.992615,2285536630.4298687,19649312348.21001,0.0,0.0,0.0,806.3873684210527
1037,2004,2,13,6,1.0,-41119509.35478698,-94175869.45008609,728567336.4480001,0.0,10598329643.215168,1173151928.478139,1406199490.56,6810245452.8,17736785610.334633,2321578135.1837544,791910095.4184026,130457878.0830862,274669943.8695298,8621572765.312616,2321578135.1837544,18528695705.753036,0.0,0.0,0.0,806.3873684210527
1038,2004,2,13,7,1.0,-42410757.34593437,-97133210.23916888,728567336.4480001,0.0,10439857539.663647,1242262578.8792205,1494450524.1599998,7251500620.800001,17508905721.311073,2458343514.6133013,1108674133.5857637,130457878.0830862,274669943.8695298,9151078966.912617,2458343514.6133013,18617579854.896835,0.0,0.0,0.0,1128.9423157894737
1039,2004,2,13,8,1.0,-42410757.34593437,-97133210.23916888,728567336.4480001,0.0,11820268598.79382,2071735675.491751,1565051351.04,7604504755.199999,20289873280.774414,4251823161.8686037,1108674133.5857637,130457878.0830862,274669943.8695298,9574683928.192614,4251823161.8686037,21398547414.360176,0.0,0.0,0.0,1128.9423157894737
1040,2004,2,13,9,2.0,392620080.0629008,114434597.99068609,728567336.4480001,0.0,11150147320.5493,2106117381.49867,1565051351.04,7604504755.199999,19219293253.813908,4322408111.01823,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4322408111.01823,20723922435.10887,0.0,0.0,0.0,1532.1359999999997
1041,2004,2,13,10,3.2,565382077.7812603,221906887.0919044,728567336.4480001,0.0,10323999994.756388,2127823236.982023,1565051351.04,7604504755.199999,17887790138.697685,4366980488.430031,1504629181.2949648,130457878.0830862,274669943.8695298,9574683928.192614,4366980488.430031,19392419319.99265,0.0,0.0,0.0,1532.1359999999997
