,floor_1,floor_2
7954,21.44984741511814,20.84236801055766
7955,22.427458684465055,22.19398371760206
7956,22.233531113998303,21.503912118361065
7957,22.781615202885217,22.85683605362122
7958,23.2532907603049,23.010797351451284
7959,22.843618013518924,22.474527785060822
7960,22.261180048564324,22.938122568806254
7961,22.589034479865052,22.679705485250633
7962,22.331070381788223,22.632697661929996
7963,22.082125278437772,22.084302604399397
7964,22.50106338721876,22.57885122524812
7965,22.53332454554192,22.842168526562165
7966,22.05692825256828,22.13099550840008
7967,22.434536459635627,22.303309959176048
7968,22.201913235415088,22.353744772381415
7969,22.35882548578394,22.269688223735816
7970,22.15015880812712,22.398014688265146
7971,22.430658431504998,22.38653353754659
7972,22.188600598034224,22.390721937188776
7973,22.374452800598657,22.40479180774337
7974,22.228015905707828,22.275872572666024
7975,21.76978311874333,21.69431442303402
7976,21.78014673373109,20.548358131550636
7977,22.023215873161252,21.707647270078287
7978,21.951298948633205,21.022622584310017
7979,22.965521948885097,24.294121312533754
7980,23.421807355881032,23.008376441630094
7981,23.53117936476126,24.58100135971947
7982,23.688139364477117,23.30056353415279
7983,23.57483965128026,24.04273902782043
7984,22.661781133888894,22.51695568598911
7985,22.757305915649077,23.403976321364198
7986,21.755780289099214,21.84327546039256
7987,23.01681261890969,22.979612706850013
7988,21.623601316005573,21.86229259023947
7989,23.065129181440618,23.019095226974052
7990,21.796831909114307,21.99981454083672
7991,22.708200041481078,22.614711891535578
7992,21.982938031220343,22.166677258323357
7993,22.55332457031427,22.44549803728562
7994,21.715789532193178,21.662961489315798
7995,22.707205773069592,22.550246429893782
7996,21.667624533318115,21.70186663493448
7997,22.694265799819306,22.51762135673644
7998,21.816506079293088,21.96594586632468
7999,22.454530680724503,22.279948396737602
8000,21.9812649052857,21.88626938862844
8001,22.347105849104146,22.113643489167945
8002,21.870272550756496,21.619589481484095
8003,22.209825103724345,21.816794574036972
8004,21.963793479444455,21.795486670969357
8005,22.287409876515678,22.554178599161716
8006,22.119226932141974,22.032203859383085
8007,22.39529271641086,22.738054921384585
8008,22.282367968362657,22.61229396427263
8009,22.448269524815622,22.681024310720282
8010,22.086599322290898,22.33115217891815
8011,22.66671344092921,22.787590002073795
8012,21.46806485626971,21.406686084345175
8013,23.208525471754697,23.14219791334117
8014,21.694293169388267,22.042753498362835
8015,22.85762445565468,22.790696691657
8016,22.09252255452116,22.501605724251956
8017,22.534515189327376,22.530482606182105
8018,22.26121717288967,22.59887990682517
8019,22.423724002809752,22.514185910370333
8020,22.099386941946637,22.231871953221926
8021,22.427416724096123,22.394841504763434
8022,22.0998684354617,22.187932587201086
8023,21.962522888264694,21.606704202412043
8024,22.186683150869808,21.898482846163006
8025,21.897445074000167,21.428599535856918
8026,22.155258339361207,21.865257136032945
8027,21.862127390276946,21.192867373209513
8028,22.247225826181744,22.47417049860466
8029,21.918825298081774,21.500668573136
8030,22.44105331112438,23.005831183021986
8031,22.10060915302736,22.268695230120812
8032,22.73703577316305,23.195790558714116
8033,22.057102769361517,22.353899005529296
8034,22.616011957282815,22.734574491773767
8035,22.219418034251614,22.60038962239083
8036,22.484728011835948,22.538094970987103
8037,22.197781684447545,22.34535879075483
8038,22.421518910999716,22.422188063389278
8039,22.11025951921275,22.26012640969046
8040,22.544758167554786,22.538660185705755
8041,21.960826240293432,22.040949184190783
8042,22.545503906440413,22.52390477494666
8043,21.900010804501495,21.947346559480987
8044,22.58159137996528,22.53027870725755
8045,21.991580176432937,22.123682239513705
8046,22.02843952361979,21.614620012723346
8047,22.148158312479296,22.000286083506943
8048,21.806987124218086,21.28135258733618
8049,21.774798269155166,21.05223919828204
8050,22.32297090577794,22.15687643848135
8051,21.62140136687262,21.18788375950921
8052,22.53540453170725,22.419538002729592
8053,21.612708272035093,21.478962168061358
8054,22.71475691943712,22.96013680230236
8055,21.91412357464473,22.18035654205435
8056,22.809672483255397,23.07527728931454
8057,22.059336061016914,22.311617653828016
8058,22.416110769680216,22.447458134306377
8059,22.333241333808598,22.532904469323793
8060,22.005739315341003,21.901464700476918
8061,22.642932200987484,22.727899886088096
8062,22.338998994767913,22.660583621389545
8063,22.237109760005257,22.305930302213227
8064,22.534854390686622,22.732123438029802
8065,22.177678202082237,22.400599071892774
8066,22.441622098443315,22.547628015951844
8067,22.158406690073992,22.289840788561968
8068,22.451195299995828,22.5336335284714
8069,22.048026329315373,22.124278459914024
8070,22.398018930551146,22.30128630817313
8071,21.759360440075717,21.629577401630897
8072,21.823567531042954,20.876402155919685
8073,22.562816961991988,22.438069370982983
8074,21.538424657110006,21.091061022390157
8075,21.821583497711895,21.36297306176293
8076,22.762242629705913,22.640320308528473
8077,21.538890774193842,21.617793846020312
8078,22.845634637106745,22.7753230673302
8079,21.880507598156374,22.26926799540087
8080,22.65278967434425,22.72513962280984
8081,21.96665292580752,22.24591621160835
8082,22.255262328629357,22.164454650150756
8083,22.502486528561757,22.77220843338744
8084,22.19618914652032,22.310369001303904
8085,22.325030735254924,22.5248376696087
8086,22.450891728033476,22.500950993348013
8087,22.02506706297934,22.14705605356715
8088,22.711235389606625,22.813771021607852
8089,21.631264155426518,21.533103807481314
8090,22.682787766501534,22.711994868238037
8091,21.835827428562705,21.705687440987298
8092,22.543055534494485,22.578985535658862
8093,22.173487002143606,22.375234555236396
8094,22.135774503652495,22.006044963911183
8095,22.313017093278116,22.238024553749334
8096,21.670553648769598,21.191873418639272
8097,22.338673549443147,21.92583029066368
8098,21.62271204140235,21.12476525394733
8099,21.986332495717715,21.589989884253622
8100,22.35993358402128,22.97989726435893
8101,21.99915811573675,22.27718811856624
8102,22.48401301099125,22.456826174816577
8103,22.24062740191676,22.854996788739868
8104,22.444639456096496,22.60826551809387
8105,22.26107504830519,22.582175420581375
8106,22.108519028399517,22.14726343445587
8107,22.555530631287787,22.640231424105853
8108,21.857906478617853,21.863094228324023
8109,22.722714909020176,22.763999582015526
8110,21.9243901618807,22.028044806027722
8111,22.476251847239705,22.380517235796265
8112,22.1517399550335,22.237722618447812
8113,22.32493397760965,22.270348668825886
8114,22.15767583105693,22.217909655089418
8115,22.279710416467296,22.217276618445226
8116,22.185660030658006,22.224945729326382
8117,22.184215876891113,22.115957523389635
8118,22.194507333988984,22.166651926495174
8119,22.08946231768726,22.00109185056405
8120,22.375918576066734,22.25657278005249
